Name,External ID,Control ID,Statement ID,Control Question
SR-2(b) Supply Chain Risk Management Plan,sr-2_smt.b,sr-2,sr-2_smt.b,"Review and update the supply chain risk management plan [frequency] or as required, to address threat, organizational or environmental changes; and"
SR-2(c) Supply Chain Risk Management Plan,sr-2_smt.c,sr-2,sr-2_smt.c,Protect the supply chain risk management plan from unauthorized disclosure and modification.
SR-2.1 Establish SCRM Team,sr-2.1,sr-2.1,,"Establish a supply chain risk management team consisting of [personnel, roles and responsibilities] to lead and support the following SCRM activities: [supply chain risk management activities]."
SR-3(a) Supply Chain Controls and Processes,sr-3_smt.a,sr-3,sr-3_smt.a,Establish a process or processes to identify and address weaknesses or deficiencies in the supply chain elements and processes of [system or system component] in coordination with [supply chain personnel];
SR-3(b) Supply Chain Controls and Processes,sr-3_smt.b,sr-3,sr-3_smt.b,"Employ the following controls to protect against supply chain risks to the system, system component, or system service and to limit the harm or consequences from supply chain-related events: [supply chain controls] ; and"
SR-3(c) Supply Chain Controls and Processes,sr-3_smt.c,sr-3,sr-3_smt.c,Document the selected and implemented supply chain processes and controls in [security and privacy plans | supply chain risk management plan | ].
"SR-5 Acquisition Strategies, Tools, and Methods",sr-5,sr-5,,"Employ the following acquisition strategies, contract tools, and procurement methods to protect against, identify, and mitigate supply chain risks: [strategies, tools, and methods]."
SR-6 Supplier Assessments and Reviews,sr-6,sr-6,,"Assess and review the supply chain-related risks associated with suppliers or contractors and the system, system component, or system service they provide [frequency]. Requirement: CSOs must ensure that their supply chain vendors build and test their systems in alignment with NIST SP 800-171 or a commensurate security and compliance framework. CSOs must ensure that vendors are compliant with physical facility access and logical access controls to supplied products."
SR-8 Notification Agreements,sr-8,sr-8,,"Establish agreements and procedures with entities involved in the supply chain for the system, system component, or system service for the [notification of supply chain compromises | ]. Requirement: CSOs must ensure and document how they receive notifications from their supply chain vendor of newly discovered vulnerabilities including zero-day vulnerabilities."
SR-10 Inspection of Systems or Components,sr-10,sr-10,,Inspect the following systems or system components [at random | at | upon ] to detect tampering: [systems or system components].
SR-11(a) Component Authenticity,sr-11_smt.a,sr-11,sr-11_smt.a,Develop and implement anti-counterfeit policy and procedures that include the means to detect and prevent counterfeit components from entering the system; and
SR-11(b) Component Authenticity,sr-11_smt.b,sr-11,sr-11_smt.b,Report counterfeit system components to [source of counterfeit component | | ].
SR-11.1 Anti-counterfeit Training,sr-11.1,sr-11.1,,"Train [personnel or roles] to detect counterfeit system components (including hardware, software, and firmware)."
SR-11.2 Configuration Control for Component Service and Repair,sr-11.2,sr-11.2,,Maintain configuration control over the following system components awaiting service or repair and serviced or repaired components awaiting return to service: [system components].
SR-12 Component Disposal,sr-12,sr-12,,"Dispose of [data, documentation, tools, or system components] using the following techniques and methods: [techniques and methods]."
